Conversiones,Inversion_USD,Puntaje_Creativo,Precision_Targeting,CTA_Claro,Num_Hashtags,Hora_Publicacion,Longitud_Texto,Dia_Semana
34,348,3,54,1,6,18.5,209,5
47,551,4,93,1,17,9.6,462,2
82,683,7,57,1,9,9.5,283,4
52,455,10,82,1,18,23,336,2
101,877,4,88,1,17,19.9,489,1
30,318,8,84,1,16,17.5,305,6
14,282,3,35,1,3,12,297,5
28,645,5,36,1,1,17.9,418,7
27,202,9,51,1,8,14.5,146,3
66,804,3,72,1,4,11.2,241,3
59,736,3,75,1,22,17.5,390,1
23,215,7,83,0,10,17.9,539,6
30,624,3,46,1,3,22.3,271,6
40,444,7,42,1,10,12,308,7
58,438,8,75,1,5,9.7,153,7
19,374,4,41,1,5,9.3,131,1
41,619,3,78,1,19,14.5,299,1
47,412,10,71,0,6,21.5,446,3
38,413,7,44,1,19,18.7,390,2
36,669,3,70,0,14,22.7,275,2
69,604,7,81,1,3,10.9,123,1
33,337,4,80,1,22,8.7,348,2
54,481,5,93,0,10,20.5,313,4
45,756,6,63,0,3,22.7,537,7
16,413,7,52,0,21,14.9,355,4
10,170,4,63,0,11,13.7,157,6
10,172,9,51,0,18,8.2,329,7
26,451,5,49,0,20,16.4,136,3
36,466,5,98,0,20,10.2,229,2
82,591,6,90,1,4,14.4,260,4
29,566,3,71,0,4,11.7,508,1
41,415,6,81,0,13,21.7,525,2
28,291,10,65,0,13,12.9,408,1
21,245,7,68,1,18,15.6,361,5
27,517,8,57,1,19,9.6,145,7
97,818,10,57,1,13,19.4,384,5
98,737,10,80,1,10,10.8,265,7
141,661,10,98,1,8,17.9,124,7
38,385,7,97,0,15,17.7,302,3
35,457,8,46,0,17,19.1,296,4
49,614,10,42,1,8,22.5,288,1
108,599,10,93,1,12,13.9,286,3
34,263,10,67,1,7,22.6,309,1
37,812,4,70,0,8,8.3,158,2
31,349,6,45,1,12,9.2,197,2
37,511,6,93,0,22,11.9,188,5
45,554,8,78,0,7,14.8,432,5
40,631,5,90,0,19,14.3,140,5
54,359,9,85,0,8,20.8,171,5
15,197,10,77,1,21,21.5,376,6
23,296,3,89,0,5,18.1,171,1
39,482,5,59,1,3,19.3,470,1
18,241,6,92,0,18,18.9,121,3
38,583,8,60,1,12,8.3,182,5
33,259,10,87,1,15,9.3,197,6
56,613,9,42,1,12,20.3,127,4
161,804,9,87,1,9,9.9,416,3
78,826,10,72,1,21,17.1,416,2
91,478,8,97,1,1,19.6,332,3
20,185,6,63,1,14,18.6,270,5
26,669,4,51,0,14,16.3,164,1
17,282,6,63,0,13,22.8,274,3
53,832,6,81,0,7,13.3,230,1
39,414,4,94,1,10,14.8,123,3
35,370,4,69,1,6,22.7,267,1
32,754,4,58,0,15,8.9,482,4
82,849,4,92,1,19,22.4,464,6
57,440,4,96,1,9,13.3,488,4
23,184,8,68,1,11,20.7,280,7
27,388,8,81,0,12,19.6,176,1
25,197,4,87,1,11,17.4,367,4
90,777,9,89,1,2,10,243,6
35,823,8,40,0,13,13.1,388,6
35,452,4,47,1,18,16.3,389,3
63,807,4,60,1,20,20.1,355,6
47,455,4,98,1,8,12.8,333,6
59,586,8,58,0,8,21.6,431,3
40,640,3,91,0,12,17,258,2
10,207,5,83,0,19,11.5,360,7
46,547,9,66,0,2,8.1,145,2
43,838,5,81,0,16,11.3,125,5
137,634,10,94,1,14,20.7,306,1
29,266,5,77,1,6,9.6,386,1
58,732,10,36,1,16,12.9,365,5
60,299,9,71,1,10,20.5,283,4
33,488,8,69,0,15,12.1,132,6
72,776,7,58,1,2,17.1,273,5
27,450,8,53,0,1,14.2,158,1
30,339,4,76,1,15,19.9,261,5
17,282,4,93,0,22,11.5,238,1
10,285,3,50,0,11,14.2,284,7
38,543,4,76,1,19,20.5,286,3
131,897,9,82,1,13,11,248,4
16,352,3,55,0,14,9.2,307,2
48,669,7,47,1,15,12.3,429,4
24,398,5,76,0,19,22.9,216,7
82,807,3,54,1,8,13.2,334,2
18,367,6,38,1,10,8.5,479,7
31,509,6,54,1,22,21.5,477,4
15,170,7,70,0,10,18.4,312,1
82,722,3,90,1,14,17.7,478,4
59,740,5,74,0,9,17.4,153,7
45,772,3,39,0,8,17.1,191,1
28,533,8,58,0,22,9.3,333,5
62,882,9,48,0,1,15.5,328,4
15,245,3,44,1,3,8.7,272,6
65,754,4,63,1,16,17.7,439,6
56,869,5,62,1,17,15,449,7
28,826,6,42,0,21,13.9,138,7
22,495,4,40,0,14,17.4,258,6
22,370,4,49,0,10,14.6,177,3
67,784,10,69,0,20,9.2,468,2
102,762,4,96,1,16,10.3,127,3
34,317,6,94,1,4,16.9,254,7
26,538,7,37,0,10,22,249,6
22,449,5,57,0,15,12.5,277,7
45,424,7,80,0,2,20.5,247,3
30,356,6,69,0,5,21.1,197,6
47,750,8,54,0,5,21.1,314,3
15,220,9,66,1,6,23.4,310,7
69,585,3,73,1,8,21.2,468,4
40,495,7,83,0,17,20.6,391,5
24,596,4,35,0,10,22.6,420,4
99,863,8,54,1,12,9.1,398,2
10,151,5,61,1,19,15.8,267,1
40,761,5,61,1,20,11.2,386,6
28,497,6,42,0,18,18,484,2
17,473,3,47,0,15,16.5,171,7
36,517,8,38,1,18,8.6,284,2
19,507,7,37,0,22,21.6,319,7
61,818,9,37,1,5,20.5,380,6
83,879,5,69,1,7,12,159,5
159,849,10,81,1,10,18.7,433,5
70,845,5,66,1,12,19.8,506,2
51,599,6,88,0,12,14.5,189,3
29,349,8,90,0,3,11.1,536,7
52,433,6,97,1,19,13.5,399,5
22,351,5,38,1,7,17.1,535,1
105,805,10,64,1,6,15.9,222,1
40,521,9,41,1,21,19.1,219,7
34,392,10,52,1,11,21.9,301,7
45,388,4,54,1,1,18.1,455,3
54,602,8,72,0,12,16.8,502,1
41,633,6,76,0,3,22.5,334,2
59,763,8,57,1,16,8.5,180,7
48,657,6,45,1,11,21.3,257,2
40,588,7,59,1,17,16.6,424,7
91,487,10,85,1,9,21.4,493,1
44,593,4,61,0,8,16.4,463,3
57,559,7,90,1,18,10.5,547,2
48,396,10,90,0,4,20.5,194,2
14,311,5,70,0,1,22.1,263,6
109,568,9,80,1,1,17,466,3
82,648,10,45,1,5,13.2,184,3
63,865,6,97,1,20,22.3,372,6
74,698,10,53,1,9,10.5,219,3
26,373,7,60,1,20,22.3,393,7
71,859,10,63,1,4,8.4,308,2
40,475,7,60,1,18,14.7,465,1
49,679,6,47,1,14,21.5,168,6
45,463,6,63,1,6,12.9,321,5
42,900,3,50,1,16,23,498,6
17,246,7,78,0,18,8.8,416,2
97,888,4,68,1,5,23.2,428,4
33,394,9,53,1,3,15.1,272,6
11,187,6,35,1,11,20.4,193,4
11,190,3,97,0,17,21.2,337,1
67,706,3,98,1,6,12.9,206,7
63,701,5,75,1,19,16.3,468,7
17,331,9,49,1,19,22.3,550,6
12,298,4,35,0,6,23,357,5
37,611,3,75,0,21,18.9,152,6
32,556,4,41,1,2,22.6,455,4
88,864,3,98,1,12,14.1,491,7
87,809,3,66,1,12,12.8,296,3
23,561,9,40,0,21,18.3,472,2
99,756,8,65,1,10,14.9,135,6
38,425,9,74,0,9,13.8,366,5
30,458,10,53,0,8,21.1,439,6
55,506,8,87,1,16,14,542,3
40,772,7,57,0,17,18.4,288,3
50,636,6,71,0,5,13.5,423,2
41,267,9,98,1,14,16.7,167,7
32,354,9,95,0,20,10.7,458,2
93,804,7,92,1,14,21.1,474,3
15,232,10,37,0,5,10.3,340,1
53,599,4,80,1,15,13.4,302,3
81,819,4,47,1,10,16.8,248,2
65,718,5,63,1,7,17.3,304,1
76,559,9,87,1,21,9.5,493,1
47,472,3,89,1,11,17.2,389,3
38,862,5,37,0,17,14.9,220,3
49,477,6,92,1,3,19.6,453,6
103,729,8,57,1,5,22,205,3
129,800,6,70,1,6,20.9,312,5
34,241,9,66,1,14,18.2,510,7
40,732,4,41,0,6,8.7,237,4
29,331,9,87,0,7,13.1,475,6
59,439,10,84,1,14,20.3,418,3
21,298,4,65,1,7,12.5,351,1
77,704,5,43,1,5,11.5,503,2
41,795,4,67,0,18,9.9,153,3
15,307,5,69,0,22,9.3,448,7
60,691,4,72,1,19,9.7,299,6
67,772,10,46,1,16,17.3,220,6
77,883,7,64,1,6,9.7,492,1
22,349,9,44,1,22,18.2,138,2
79,669,7,88,0,11,22.9,318,3
27,401,5,61,1,15,21.4,367,6
19,382,10,35,0,18,9.7,235,3
38,708,5,72,0,12,19.9,151,7
46,597,3,47,0,6,20.5,195,2
68,755,10,65,0,8,9,470,3
61,729,6,47,1,19,19.9,372,1
49,633,5,59,1,16,16,530,7
23,341,6,43,1,1,8.7,277,7
58,712,10,89,0,15,16,395,1
38,415,6,70,0,15,20.9,298,2
34,494,6,41,1,8,14.4,321,1
25,402,9,72,0,10,15.6,297,6
75,549,10,85,0,2,15.2,361,4
27,566,3,69,0,3,14,120,2
36,453,3,60,1,12,22,527,4
69,884,3,65,1,5,19.2,257,5
97,830,4,92,1,21,21.1,412,1
23,260,7,80,1,6,23.2,374,6
43,417,5,79,0,8,21,356,2
69,653,10,85,0,21,16.9,434,2
36,344,5,81,1,17,14.6,171,5
87,840,6,44,1,8,17.4,152,6
36,537,4,58,0,5,22.5,179,7
42,404,9,93,1,12,12.3,479,6
36,551,5,37,1,3,15.9,527,7
120,748,7,82,1,8,15.1,193,5
29,472,9,61,0,14,9.7,431,6
32,267,9,97,1,12,23.4,457,7
24,168,3,85,1,11,22.1,189,4
50,696,10,93,0,18,14.2,280,3
20,171,6,91,1,17,16.4,243,6
81,881,6,74,0,5,22,190,4
81,503,10,91,1,7,18.1,202,7
24,270,4,72,1,12,18.3,424,3
65,670,10,37,1,13,23.3,228,2
10,153,10,66,0,20,21.7,490,7
80,456,7,97,1,6,19.7,390,5
49,719,5,49,1,14,22.1,401,4
65,583,10,72,0,7,18.9,310,3
74,710,6,84,1,18,15.6,239,4
37,473,8,44,1,11,9.2,235,4
41,631,6,76,0,13,19.3,215,6
36,443,4,50,0,3,18.5,500,3
26,262,7,72,1,10,13.1,361,6
57,786,6,90,0,2,12,399,6
35,472,5,78,1,9,22.9,493,7
12,309,3,50,1,19,14.5,362,6
32,341,9,93,0,2,11.3,306,3
16,306,3,97,0,21,18.1,214,7
82,425,10,93,1,6,14.6,133,7
22,523,4,80,0,21,15.4,292,6
48,504,9,68,0,6,20.3,163,4
36,667,5,44,0,12,12.5,413,3
54,425,3,98,1,14,18,253,5
24,444,4,56,1,20,8.9,477,7
66,888,6,56,1,8,20.4,482,6
53,442,7,97,0,13,12.4,320,2
20,810,3,36,0,21,21.3,225,6
25,283,8,36,1,3,19.3,178,3
34,550,3,62,1,20,8.4,318,7
60,420,10,71,1,2,13.3,374,6
42,658,10,38,0,9,23.2,521,3
52,724,8,42,1,20,9.7,463,2
79,891,6,50,0,5,18,191,5
58,382,9,90,1,12,16.7,183,2
76,607,3,74,1,7,22.3,362,3
68,867,3,91,1,1,15.8,191,5
44,774,5,60,0,20,18.9,540,7
23,413,9,51,0,5,12,283,4
39,373,6,88,1,4,15.3,474,6
46,706,10,48,0,17,15.9,389,5
69,809,7,57,1,19,10.6,539,3
28,497,3,51,0,13,17.4,313,1
18,410,3,61,0,12,13.4,143,2
61,810,10,38,1,20,20.7,253,1
46,411,3,87,1,13,19.3,252,5
55,866,5,70,0,9,16.5,322,6
56,440,7,57,1,5,9.8,418,4
11,186,5,72,0,12,17.9,135,2
76,650,3,76,1,6,10.7,519,1
36,814,6,47,0,14,20.7,292,1
22,289,10,66,0,10,15.3,373,3
19,541,3,53,0,20,19.2,409,7
24,449,6,63,0,6,14.5,476,1
19,182,7,37,1,9,19.7,382,2
46,725,10,43,1,2,8.5,346,2
37,735,8,55,0,10,8.7,208,4
41,675,5,60,0,2,10.2,129,6
19,384,3,61,0,10,20.7,537,2
58,700,9,82,0,14,8.8,342,1
30,352,7,67,0,13,22.7,200,1
46,525,3,55,1,4,20.8,184,3
20,465,3,82,0,20,23.2,439,4
79,594,10,60,1,7,19.1,480,1
159,757,9,94,1,7,19.8,380,4
29,311,6,69,0,9,9.7,530,3
64,771,5,69,0,6,11,191,1
39,842,9,66,0,18,8.4,426,4
100,567,10,66,1,8,9.3,494,1
47,653,5,48,1,19,8,184,3
63,841,8,52,0,1,22.6,190,3
118,779,9,63,1,12,15.8,457,3
71,865,6,98,1,17,12.7,439,5
16,466,7,35,0,20,16.5,237,3
30,345,10,39,0,8,17.4,179,6
37,408,6,62,1,22,10.4,300,5
28,295,8,64,1,8,16.8,251,1
37,584,5,39,0,9,10,548,4
63,545,5,60,1,1,18.1,128,4
62,631,6,64,1,22,20.6,470,4
61,530,4,43,1,8,19.6,440,2
77,673,4,93,0,10,17.3,350,3
62,623,7,80,1,15,11.1,495,2
60,420,9,95,1,6,22.6,397,5
76,506,10,86,1,10,22.4,316,1
11,165,6,52,0,8,20.6,229,6
50,604,9,61,1,7,11.8,430,7
35,787,3,49,1,5,23.4,322,6
16,351,4,36,1,4,18.5,196,6
16,171,10,77,0,4,20.6,145,2
71,830,7,45,1,20,20.9,207,1
63,774,7,63,1,7,8.8,120,4
10,153,3,39,0,20,18.1,260,6
35,734,6,36,0,15,13,156,1
28,267,3,73,1,12,13.8,493,4
56,844,8,39,0,1,23,358,4
16,236,8,50,0,9,8.2,478,2
79,606,10,61,1,16,19.7,249,1
33,509,4,77,0,3,12.5,360,2
53,645,5,94,1,22,14,224,6
10,364,3,39,0,5,21.4,484,6
12,181,7,63,0,20,9.9,205,1
21,171,7,80,0,4,19.4,346,1
72,450,10,78,1,8,14.6,231,4
11,166,6,80,0,18,13,202,7
19,283,3,59,0,2,20.6,449,2
35,532,8,37,1,7,10,215,7
22,327,7,70,0,4,23.4,427,7
137,706,9,80,1,14,20.8,416,3
14,194,4,91,1,18,8.9,419,3
23,245,8,54,1,8,16.3,419,3
42,385,5,93,1,22,11.6,451,4
64,872,5,43,0,12,17.2,242,2
30,263,7,84,1,21,22.5,391,1
24,659,3,44,0,9,16.1,473,2
46,625,5,46,1,3,15,289,5
47,557,10,41,0,4,15.7,530,3
70,818,9,45,1,16,23,420,5
35,306,4,86,1,6,11.6,260,4
30,469,4,50,1,11,9.8,180,7
146,869,4,94,1,10,18.4,459,2
52,673,8,67,0,3,15.9,363,2
49,564,9,82,0,21,11.8,494,4
28,307,8,69,0,6,21.9,234,7
19,179,5,77,1,6,21.4,453,1
23,220,10,63,0,6,21.5,298,6
62,866,4,87,0,5,11.6,133,6
69,696,6,59,1,19,18.1,413,6
41,620,10,44,0,17,9.4,386,2
85,837,8,85,1,9,15.6,385,5
21,423,3,36,1,20,12,408,6
64,801,8,55,0,6,10.8,522,6
53,381,10,66,1,1,11.6,484,3
49,779,9,75,0,21,10.9,390,4
22,431,4,81,0,3,9.1,398,7
24,398,7,58,0,16,15.2,146,4
48,673,10,90,0,15,8.2,265,2
76,505,10,98,1,5,19.3,335,5
41,582,4,70,0,14,22.9,131,2
33,615,3,68,0,11,17.5,487,3
53,340,10,89,0,3,19.6,441,2
40,640,9,49,1,22,11.5,130,2
46,561,7,79,0,11,10.8,389,5
22,353,7,73,0,5,15.7,121,7
29,854,3,37,0,12,20.5,476,3
19,158,10,76,1,18,16.3,490,2
31,846,3,56,0,12,10.7,302,5
15,205,3,83,1,10,15.3,309,5
93,890,6,94,1,20,17.1,493,7
22,306,5,58,1,18,17.1,545,7
19,274,4,83,1,20,16.9,461,4
17,185,6,64,1,18,18.8,166,5
44,296,6,79,1,4,16.7,156,5
36,278,8,47,1,1,18.2,493,4
39,523,10,65,0,13,8.1,514,3
46,456,9,81,0,8,19.1,413,3
25,707,3,62,0,3,15.5,170,7
53,705,4,69,0,21,19.2,507,3
27,198,10,63,1,8,21.5,130,1
69,630,7,97,0,8,22.6,498,2
28,512,7,35,1,1,9.9,363,3
25,493,4,66,0,16,14.6,252,6
44,644,5,84,1,15,8.6,247,4
25,379,8,82,0,22,23.4,378,4
39,795,4,43,0,22,21.5,230,2
29,475,9,44,0,19,21.6,320,4
23,521,8,52,0,13,16.8,288,5
32,558,7,55,0,2,21.1,536,5
67,774,3,69,1,8,16.8,215,5
69,496,7,80,1,10,17.4,485,1
59,831,4,93,0,5,17,513,7
33,574,3,64,1,17,21.5,212,4
20,200,5,61,1,22,13.2,408,2
49,542,4,71,1,20,21.4,128,1
18,271,8,45,0,9,12.8,464,4
30,457,8,52,1,14,12.4,157,1
53,893,10,35,0,7,19.2,520,2
13,444,5,37,0,13,10.4,392,1
69,759,3,38,1,9,19.3,207,3
43,656,4,63,0,14,10.9,316,3
69,865,3,93,1,13,9.5,330,3
14,175,4,83,0,4,13.8,337,5
45,636,3,51,1,1,17.9,247,6
37,570,5,56,0,18,18.1,519,3
37,348,10,58,0,4,13.7,338,3
21,356,4,41,0,1,18.2,300,2
12,218,7,44,1,19,10,348,7
30,321,6,63,1,5,15.5,457,4
78,670,6,98,1,12,18,492,6
35,303,8,95,0,3,23.3,160,4
39,546,7,81,0,15,12.4,360,1
30,395,8,38,1,1,21.5,294,5
19,371,3,80,1,16,8.6,374,7
24,588,3,50,0,11,12.7,470,2
61,675,10,83,0,17,9.5,538,1
75,586,7,75,1,1,8.1,482,3
59,356,7,97,1,13,21.9,239,1
57,471,6,89,1,15,22.1,386,7
28,225,8,81,1,14,18.8,153,1
31,872,5,36,0,9,10.9,472,7
10,214,5,61,0,13,9.6,451,3
45,369,8,61,1,10,15.6,517,3
38,346,10,61,0,11,14.5,355,2
50,701,4,69,0,10,21.6,397,6
28,390,3,92,0,6,9.2,540,5
10,184,4,51,1,18,16.5,434,1
60,437,9,80,1,6,9.3,358,3
32,393,10,40,1,6,11,418,6
23,281,9,74,0,13,10.6,121,6
76,670,5,86,1,21,22.2,285,3
10,249,9,38,0,16,22.5,243,3
22,416,3,72,0,14,17.2,443,2
48,554,3,72,1,17,9.3,283,5
19,253,4,44,1,14,9.1,446,5
42,762,3,50,1,16,18.2,515,3
74,519,10,45,1,1,20.8,430,2
42,573,4,75,0,11,20.9,235,3
81,559,4,96,1,10,22.4,410,2
56,548,3,80,1,1,18.8,443,5
58,633,4,69,1,8,10,548,2
61,868,9,90,0,16,15.5,208,4
56,675,5,42,1,12,11.5,507,2
25,280,9,65,0,9,14.9,303,2
34,611,3,62,0,15,11.7,518,2
30,399,5,86,1,21,18.3,377,1
41,615,9,82,0,15,13.7,161,5
64,644,4,93,0,2,19.4,300,4
48,612,7,81,0,1,13.9,130,7
45,436,10,92,0,1,16.9,190,1
97,799,3,82,1,9,11.2,142,2
115,868,6,79,1,15,17.1,219,5
52,774,6,72,0,19,20.3,547,4
30,340,7,39,1,4,22.2,129,3
45,490,10,82,1,14,9.9,146,7
10,186,5,38,1,3,12,305,5
71,878,10,56,1,22,18.5,156,5
17,151,10,48,1,10,12.6,539,1
20,374,5,88,0,21,16.7,353,4
14,166,9,48,0,3,15.8,409,2
27,236,5,97,1,16,19,496,5
71,622,10,73,1,22,14.5,280,2
95,674,6,85,1,10,22.8,421,5
40,531,4,65,1,12,9.8,319,1
20,204,7,67,1,11,18.2,535,2
21,219,10,43,1,1,8.6,538,5
22,297,5,47,1,15,22.6,120,7
33,312,7,69,1,12,11.2,213,6
21,539,3,54,0,2,11.5,176,6
14,194,5,51,1,1,17.2,273,1
56,870,5,65,1,4,13.8,508,7
31,197,10,97,0,10,17.9,264,4
31,547,3,63,0,13,12.1,383,6
62,668,8,73,1,19,15.9,366,6
11,315,5,49,0,2,10,147,6
23,181,10,82,1,17,23.4,358,5
55,473,7,91,0,4,19.9,367,5
41,899,6,65,0,17,8.3,530,4
39,241,7,97,1,5,18.2,231,2
20,436,3,35,1,12,8.9,388,4
31,661,3,37,1,22,22.5,498,1
62,740,9,50,1,5,22.2,194,7
54,504,10,90,0,1,9.6,218,1
111,776,9,81,1,3,21.4,466,3
90,564,9,73,1,22,20.5,143,3
33,477,8,45,0,3,22.4,235,2
33,645,8,36,0,13,9.9,204,1
35,235,8,88,1,7,11,146,3
90,799,10,83,0,14,13.3,283,3
19,246,8,38,0,7,20.6,534,5
19,217,4,82,1,18,17.3,366,1
17,276,6,51,1,11,17.5,217,7
29,412,5,75,1,10,10.6,550,6
11,197,8,56,1,18,13.8,261,6
30,731,3,54,1,18,13.7,448,7
63,864,7,35,1,2,13.8,518,7
25,180,9,70,1,3,22.1,333,5
15,152,4,86,1,11,19.8,313,3
27,279,4,61,1,6,11,364,6
84,663,8,98,1,13,15.3,181,7
21,312,9,47,0,15,12.5,299,4
35,547,9,41,0,3,13,150,6
13,314,4,37,1,13,9.9,444,7
29,618,7,49,0,22,11.1,208,6
36,631,4,74,0,17,11.3,193,6
67,656,9,56,1,2,19.5,355,5
18,360,5,46,0,11,12.6,386,6
68,654,6,96,1,17,10.4,400,6
32,726,3,65,0,16,14.5,403,2
62,551,6,77,1,4,23.2,428,4
40,449,4,58,1,21,20.1,443,1
63,640,8,50,1,8,9.2,487,4
30,477,4,52,1,12,12.5,170,3
63,707,8,52,1,11,17.2,540,4
32,679,8,40,0,6,12.8,193,4
15,189,8,76,0,7,10.7,155,3
31,383,4,37,1,4,21.5,413,1
31,743,4,85,0,19,9.9,452,5
58,609,9,70,1,12,10.4,242,6
30,630,4,74,0,12,20.5,408,6
48,408,5,94,1,21,10.2,550,5
37,811,7,36,0,19,11.2,549,1
30,895,3,39,1,20,22.4,244,7
34,272,10,60,1,15,16,337,3
15,180,3,98,1,11,8.2,384,2
45,387,8,64,1,7,16.8,233,3
41,587,8,44,0,1,10.2,494,2
16,222,4,76,1,20,8.9,334,2
44,463,5,69,1,4,13.9,450,7
45,399,5,73,1,14,17.7,261,2
31,436,4,80,0,2,20.3,468,3
47,359,10,57,1,12,14.1,197,5
20,185,10,93,0,22,16.6,519,5
43,406,7,63,1,8,18.8,288,6
110,850,6,93,1,19,16.8,241,5
48,419,9,36,1,6,11.1,217,4
50,358,9,66,1,16,17.6,252,2
13,277,5,59,0,3,9,375,5
92,714,8,67,1,3,9.1,496,1
62,678,8,87,1,19,14.9,138,3
47,489,7,78,1,12,22.4,381,2
27,883,3,36,0,14,22.4,229,1
39,595,3,43,1,14,15.5,347,6
13,166,3,58,1,2,18.8,354,5
52,652,7,36,1,14,14.7,392,3
37,337,8,76,0,11,14.5,432,3
144,777,4,90,1,10,20.6,220,4
84,611,6,63,1,6,17.7,228,2
142,801,6,77,1,8,18.5,395,4
30,691,3,70,0,19,20.7,276,4
57,504,7,93,0,2,10.6,534,2
32,721,9,57,0,19,8.1,396,3
50,715,4,91,0,1,8.4,412,1
32,517,9,46,0,11,18.3,153,7
66,523,10,83,1,20,8,162,1
19,222,10,58,1,14,23.1,233,7
45,772,4,39,1,9,20,514,7
15,266,6,57,0,3,10.9,413,6
22,629,6,45,0,15,22.5,225,6
24,364,7,64,0,9,13.9,157,1
92,820,9,36,1,8,19.9,159,7
35,630,4,49,1,21,18,422,6
35,387,8,83,1,18,12.3,503,4
50,290,6,89,1,3,20.1,425,4
59,360,7,85,1,10,12.6,466,2
20,293,6,71,0,16,14.5,414,1
17,150,6,94,1,14,17.8,300,6
66,843,4,64,1,19,22.7,348,3
46,534,6,56,1,12,13.6,214,7
69,593,7,69,1,15,9.5,357,3
73,841,4,90,1,19,21.4,269,6
25,832,3,54,0,17,10,281,4
29,286,9,60,1,21,15,268,4
37,516,10,54,1,17,14.3,203,6
26,425,6,39,1,20,15,547,3
104,703,10,81,1,12,21.9,279,1
39,565,7,64,1,20,8.3,486,7
43,657,6,72,0,7,10,206,4
16,321,5,83,0,3,13.7,324,7
38,352,8,79,1,18,14.8,150,2
37,367,8,87,0,16,20.4,177,4
41,865,6,77,0,16,11.4,481,5
47,533,8,68,1,17,17.6,350,1
26,476,5,38,1,10,19.9,193,6
43,399,6,90,1,17,8.7,149,2
41,804,5,66,0,1,22.5,307,7
105,818,7,71,1,14,16.9,240,2
51,617,3,84,1,19,15.5,350,7
20,271,3,52,1,13,9.7,279,7
32,318,10,80,0,7,11.1,139,2
124,841,9,63,1,9,15.1,471,1
65,749,6,94,0,5,16.8,489,2
25,336,5,79,0,10,13.8,171,3
10,174,9,49,0,16,23.4,531,5
19,355,4,98,0,14,8.1,489,6
46,767,6,35,1,11,23.5,461,3
19,390,6,54,0,13,12.2,405,4
50,787,3,91,1,13,21.6,534,7
87,832,10,69,0,14,9.4,259,2
95,801,10,77,1,2,15.2,234,7
81,853,9,48,1,12,19.3,323,3
45,636,7,45,1,10,12.8,335,5
73,516,9,58,1,3,19.3,536,1
55,419,7,77,1,10,10.7,236,6
113,666,10,71,1,2,20.9,332,6
38,504,6,52,1,19,12.2,499,1
95,590,7,92,1,3,8.4,467,4
64,728,6,89,0,14,14.4,275,2
122,855,10,96,1,5,15,438,7
47,627,4,70,1,8,22.5,515,5
46,387,10,62,1,18,20.7,467,4
72,754,5,48,1,2,15,385,4
94,515,9,84,1,8,20.2,359,5
96,729,8,95,1,16,21.2,195,7
55,365,10,95,0,8,20.3,542,5
52,453,9,87,1,6,16.2,481,1
40,673,10,37,0,13,17.6,191,7
11,216,3,68,0,11,17.3,289,3
78,538,4,91,1,1,16,237,4
24,561,4,41,0,11,8.4,157,4
30,400,8,49,1,4,21.2,350,2
40,559,4,74,1,11,8.5,202,7
72,652,7,81,1,10,21.3,224,6
64,854,8,57,1,20,16.7,493,2
22,302,4,90,1,19,16.5,422,3
69,830,5,88,0,9,17.8,269,3
46,498,10,41,1,3,18.9,199,7
48,604,5,87,1,22,11.8,506,4
77,667,8,54,1,17,20.6,137,1
20,204,10,67,1,22,13.5,489,1
23,332,3,40,1,9,15.3,458,6
118,680,6,89,1,11,17.3,351,3
27,470,7,71,0,6,14.2,396,6
22,221,5,75,0,10,17.3,126,4
29,174,10,98,1,9,21.3,168,3
75,783,5,95,0,13,13.2,322,3
55,885,5,46,1,3,10.3,291,5
64,769,10,48,1,6,23.2,187,7
28,303,10,85,0,20,9.6,372,7
36,374,6,94,0,8,13,385,2
44,457,9,84,0,2,12.1,502,7
20,656,4,37,0,17,15.1,421,6
20,266,4,46,1,12,9.7,187,6
20,180,8,97,0,8,13.1,419,6
63,813,6,59,1,15,13.1,301,4
25,173,5,91,1,5,16.3,283,6
75,686,10,66,1,12,18.3,524,7
71,726,10,90,1,17,21.3,184,2
47,513,10,88,0,14,9.3,318,2
95,898,5,76,1,12,19.6,304,7
32,421,3,52,1,6,22.6,131,7
50,361,5,83,1,13,22.2,523,3
33,533,7,48,1,2,14.4,271,6
43,801,7,45,1,22,8.4,469,7
70,467,5,67,1,7,9.4,259,2
41,420,9,77,1,13,13,521,1
41,422,3,59,1,16,17.5,281,4
31,553,6,59,0,14,9.1,260,7
57,337,9,80,1,11,16.9,387,3
26,352,3,57,1,12,14.8,149,7
89,791,5,90,1,16,20,168,5
19,313,3,46,1,1,13.4,321,6
62,891,6,38,0,8,16.9,368,4
25,508,6,40,0,13,16,158,2
24,559,3,53,0,6,8.6,260,2
32,273,8,93,1,11,19.4,396,6
114,581,9,86,1,7,22.4,329,1
64,492,10,77,1,12,11.1,292,4
22,494,4,95,0,15,22.9,430,6
48,485,9,89,0,2,10.2,457,2
62,611,7,63,1,1,13.5,183,6
34,483,4,56,1,17,19.1,358,1
49,481,6,63,1,18,13.8,180,2
52,641,10,53,1,21,13,245,5
130,783,9,88,1,7,16.2,443,1
129,869,9,75,1,17,18.5,151,5
37,616,5,49,0,11,11.1,389,4
20,266,4,52,1,12,21.6,236,4
75,814,4,90,1,21,21,184,1
26,571,7,37,0,11,21.5,138,3
42,869,3,84,0,8,8.3,217,2
22,340,4,65,0,22,17.6,346,4
11,293,3,39,0,17,14,248,3
35,458,3,47,1,9,17.8,294,3
72,785,10,75,1,15,15.9,215,2
